Sample-#, CA-V, CA-I, CB-V, CB-I 
0, 0.00648508453742, 0.000638494675513, 0.283283740282, 0.000897898047697
1, 0.00839246250689, 0.000592717609834, 0.278629750013, 0.000882639025804
2, 0.0103761348873, 0.00060034712078, 0.274509817362, 0.000958934135269
3, 0.0135042341426, 0.000562199566048, 0.269932091236, 0.000852120982017
4, 0.0157930869609, 0.000524052011315, 0.26588845253, 0.000768196361605
5, 0.0180056467652, 0.00062323565362, 0.261692225933, 0.000798714405391
6, 0.0203707944602, 0.000539311033208, 0.257572293282, 0.000882639025804
7, 0.0218204017729, 0.000676642230246, 0.253910124302, 0.00093604560243
8, 0.0254062712193, 0.00060034712078, 0.249942779541, 0.000943675113376
9, 0.0281528960913, 0.000638494675513, 0.246585801244, 0.000867380003911
10, 0.0301365684718, 0.000745307828765, 0.2431525141, 0.000928416091483
11, 0.0326543077826, 0.000562199566048, 0.23949034512, 0.000760566850659
12, 0.0344853885472, 0.000501163478475, 0.236209660769, 0.000813973427285
13, 0.0376134887338, 0.000562199566048, 0.232776373625, 0.000783455383498
14, 0.0399786382914, 0.000531681522261, 0.229724571109, 0.000905527558643
15, 0.0424200817943, 0.00062323565362, 0.226520180702, 0.000989452237263
16, 0.0445563457906, 0.00060034712078, 0.223697260022, 0.000737678317819
17, 0.0476844422519, 0.000493533967528, 0.220721751451, 0.000775825872552
18, 0.0496681146324, 0.000577458587941, 0.218204006553, 0.000897898047697
19, 0.0513466075063, 0.000714789784979, 0.215838864446, 0.000783455383498
20, 0.0543984137475, 0.000676642230246, 0.213092237711, 0.000852120982017
21, 0.056382086128, 0.00060034712078, 0.210498213768, 0.00089026853675
22, 0.0600442513824, 0.000569829076994, 0.208209350705, 0.000852120982017
23, 0.0617990382016, 0.000539311033208, 0.205691620708, 0.000928416091483
24, 0.0637827143073, 0.000577458587941, 0.203326463699, 0.000836861960124
25, 0.0664530396461, 0.000478274974739, 0.201190203428, 0.000760566850659
26, 0.0686656013131, 0.00060034712078, 0.198672458529, 0.000798714405391
27, 0.071946285665, 0.000577458587941, 0.196459904313, 0.000859750492964
28, 0.0740062594414, 0.000661383208353, 0.194323644042, 0.00093604560243
29, 0.0763714015484, 0.000676642230246, 0.192568853498, 0.000897898047697
30, 0.0789654403925, 0.00062323565362, 0.190661475062, 0.00089026853675
31, 0.0813305899501, 0.000653753697407, 0.188982993364, 0.00091315706959
32, 0.0833142623305, 0.000684271741193, 0.186999306083, 0.00089026853675
33, 0.0864423587918, 0.000592717609834, 0.18539711833, 0.000905527558643
34, 0.0888838022947, 0.000638494675513, 0.183489739895, 0.000875009514857
35, 0.0909437686205, 0.000531681522261, 0.181887537241, 0.000905527558643
36, 0.0935378074646, 0.000524052011315, 0.180361643434, 0.000882639025804
37, 0.0949874147773, 0.000615606142674, 0.17875944078, 0.000821602938231
38, 0.098573282361, 0.00060034712078, 0.177004650235, 0.000852120982017
39, 0.1012436077, 0.000630865164567, 0.175783932209, 0.000806343916338
40, 0.103150986135, 0.000607976631727, 0.174334332347, 0.000806343916338
41, 0.105668723583, 0.000524052011315, 0.173037305474, 0.000859750492964
42, 0.107347220182, 0.000714789784979, 0.171740293503, 0.000920786580537
43, 0.110627911985, 0.000516422500368, 0.170672163367, 0.000813973427285
44, 0.113145649433, 0.000546940544154, 0.169527739286, 0.000897898047697
45, 0.115434497595, 0.00064612418646, 0.168383300304, 0.000806343916338
46, 0.117799647152, 0.000524052011315, 0.167162582278, 0.000859750492964
47, 0.120698861778, 0.000569829076994, 0.165712982416, 0.000844491471071
48, 0.122835129499, 0.000470645463793, 0.164721146226, 0.000882639025804
49, 0.124895095825, 0.000585088098887, 0.163347825408, 0.000867380003911
50, 0.127565428615, 0.000516422500368, 0.162432283163, 0.000882639025804
51, 0.129701688886, 0.000562199566048, 0.161745637655, 0.000813973427285
52, 0.133440151811, 0.000653753697407, 0.160524904728, 0.000806343916338
53, 0.134737163782, 0.000592717609834, 0.159533068538, 0.000867380003911
54, 0.137102305889, 0.00062323565362, 0.158312350512, 0.000875009514857
55, 0.139848932624, 0.000585088098887, 0.15785458684, 0.000943675113376
56, 0.141603723168, 0.000585088098887, 0.157244220376, 0.000897898047697
57, 0.145342186093, 0.000562199566048, 0.156404972076, 0.000844491471071
