Sample-#, CA-V, CA-I, CB-V, CB-I 
0, 0.00961318425834, 0.000310425733915, 0.0167849250138, 0.00093604560243
1, 0.0137331197038, 0.000264648668235, 0.0199130233377, 0.000844491471071
2, 0.0192263685167, 0.000379091332434, 0.0227359421551, 0.000798714405391
3, 0.0227359421551, 0.000295166712021, 0.0247196163982, 0.000760566850659
4, 0.0292210262269, 0.000325684755808, 0.0276951249689, 0.000653753697407
5, 0.0333409644663, 0.000264648668235, 0.0296787973493, 0.000722419295926
6, 0.0379949659109, 0.000325684755808, 0.0320439450443, 0.000684271741193
7, 0.0430304408073, 0.000340943777701, 0.0341039150953, 0.000836861960124
8, 0.0480659194291, 0.000455386441899, 0.036316473037, 0.000867380003911
9, 0.0521095581353, 0.000325684755808, 0.0381475538015, 0.00089026853675
10, 0.0568398572505, 0.000310425733915, 0.0399023406208, 0.00089026853675
11, 0.0632486492395, 0.000318055244861, 0.0421149022877, 0.000684271741193
12, 0.066758222878, 0.000325684755808, 0.0435645058751, 0.000836861960124
13, 0.0720988810062, 0.00038672084338, 0.0454718843102, 0.000867380003911
14, 0.0767528787255, 0.000333314266754, 0.0469214916229, 0.000859750492964
15, 0.0818646550179, 0.000470645463793, 0.0485999844968, 0.000798714405391
16, 0.0862897709012, 0.000371461821487, 0.0500495918095, 0.000813973427285
17, 0.0915541350842, 0.00038672084338, 0.0516517907381, 0.000859750492964
18, 0.0953688845038, 0.000340943777701, 0.052796214819, 0.000737678317819
19, 0.101853974164, 0.000340943777701, 0.0543984137475, 0.000745307828765
20, 0.105973906815, 0.000440127420006, 0.0556954294443, 0.000836861960124
21, 0.110551610589, 0.000371461821487, 0.0569161511958, 0.000836861960124
22, 0.115892268717, 0.000485904485686, 0.0583657585084, 0.000882639025804
23, 0.120546273887, 0.000333314266754, 0.059433888644, 0.000768196361605
24, 0.125123977661, 0.000470645463793, 0.0606546103954, 0.000714789784979
25, 0.129854276776, 0.000417238887167, 0.0617227442563, 0.000791084894445
26, 0.136034175754, 0.000478274974739, 0.0629434660077, 0.000844491471071
27, 0.139772638679, 0.000447756930953, 0.0639353021979, 0.000852120982017
28, 0.145189598203, 0.000417238887167, 0.0650034323335, 0.000813973427285
29, 0.14953841269, 0.000440127420006, 0.066071562469, 0.000905527558643
30, 0.154802784324, 0.000394350354327, 0.0669871047139, 0.000829232449178
31, 0.159380480647, 0.000379091332434, 0.0681315362453, 0.000852120982017
32, 0.164721146226, 0.000424868398113, 0.0688944831491, 0.000882639025804
33, 0.168383300304, 0.000356202799594, 0.069810025394, 0.000752937339712
34, 0.175173565745, 0.000463015952846, 0.0707255676389, 0.000844491471071
35, 0.179064616561, 0.000424868398113, 0.0717174038291, 0.000752937339712
36, 0.18341344595, 0.000463015952846, 0.0725566521287, 0.000836861960124
37, 0.188982993364, 0.000440127420006, 0.0733195990324, 0.000836861960124
38, 0.19386588037, 0.000508792989422, 0.0742351412773, 0.000897898047697
39, 0.198214694858, 0.000516422500368, 0.0749980956316, 0.000752937339712
40, 0.203021287918, 0.000524052011315, 0.0759136304259, 0.000806343916338
41, 0.20912489295, 0.000501163478475, 0.0765239968896, 0.000821602938231
42, 0.212863355875, 0.000554570055101, 0.0774395391345, 0.000829232449178
43, 0.218509197235, 0.000493533967528, 0.0781261920929, 0.00089026853675
44, 0.222552835941, 0.000592717609834, 0.0788891464472, 0.000813973427285
45, 0.227588310838, 0.000424868398113, 0.0794995054603, 0.000806343916338
46, 0.232776373625, 0.000463015952846, 0.0803387537599, 0.000867380003911
47, 0.237811863422, 0.000501163478475, 0.0811017006636, 0.000745307828765
48, 0.241702914238, 0.000577458587941, 0.081559471786, 0.000821602938231
49, 0.248264282942, 0.000585088098887, 0.0824750140309, 0.000920786580537
50, 0.252231627703, 0.000607976631727, 0.0830090790987, 0.000745307828765
51, 0.2564278543, 0.000607976631727, 0.0836957320571, 0.000829232449178
52, 0.262149989605, 0.000546940544154, 0.0843060985208, 0.000760566850659
53, 0.266575098038, 0.000485904485686, 0.0849164575338, 0.000966563646216
54, 0.271839469671, 0.000508792989422, 0.0855268165469, 0.000752937339712
55, 0.276340872049, 0.000470645463793, 0.0862897709012, 0.000806343916338
56, 0.282215595245, 0.000531681522261, 0.086823835969, 0.000897898047697
57, 0.28595405817, 0.00064612418646, 0.0873579010367, 0.000821602938231
58, 0.291676193476, 0.000516422500368, 0.0881208479404, 0.000905527558643
59, 0.295490950346, 0.000585088098887, 0.0885023251176, 0.000867380003911
60, 0.300526440144, 0.000539311033208, 0.0891889855266, 0.000821602938231
61, 0.306172281504, 0.00060034712078, 0.0897230505943, 0.000813973427285
62, 0.310444802046, 0.000630865164567, 0.0902571156621, 0.000821602938231
63, 0.314946204424, 0.000577458587941, 0.0907148867846, 0.000791084894445
64, 0.321278691292, 0.000661383208353, 0.0914015397429, 0.000806343916338
65, 0.325474947691, 0.000569829076994, 0.0918593108654, 0.000813973427285
66, 0.329442292452, 0.00062323565362, 0.0923170819879, 0.000775825872552
67, 0.335164427757, 0.00062323565362, 0.0930037349463, 0.00093604560243
68, 0.339436948299, 0.000554570055101, 0.0934615060687, 0.000844491471071
69, 0.34508278966, 0.000539311033208, 0.0941481664777, 0.000760566850659
70, 0.348821252584, 0.000531681522261, 0.0945296436548, 0.000867380003911
71, 0.355230033398, 0.000569829076994, 0.0950637087226, 0.000768196361605
72, 0.359044790268, 0.000775825872552, 0.095521479845, 0.000852120982017
73, 0.364766925573, 0.00064612418646, 0.0959792509675, 0.000844491471071
74, 0.368734270334, 0.000661383208353, 0.0963607206941, 0.000829232449178
75, 0.373540848494, 0.00060034712078, 0.0968947857618, 0.000806343916338
76, 0.379339277744, 0.000607976631727, 0.0975814461708, 0.000714789784979
77, 0.383993297815, 0.00062323565362, 0.0978866219521, 0.000783455383498
78, 0.387808054686, 0.000653753697407, 0.0984206944704, 0.000844491471071
79, 0.394369423389, 0.000577458587941, 0.0988784655929, 0.000745307828765
80, 0.398565649986, 0.0006690127193, 0.0992599353194, 0.000859750492964
81, 0.402609288692, 0.000676642230246, 0.0997177064419, 0.000829232449178
82, 0.408331423998, 0.00060034712078, 0.100175477564, 0.000737678317819
83, 0.412375062704, 0.00064612418646, 0.100633248687, 0.000791084894445
84, 0.418478667736, 0.00060034712078, 0.101091019809, 0.000752937339712
85, 0.422598600388, 0.000775825872552, 0.101548790932, 0.000783455383498
86, 0.428244441748, 0.000485904485686, 0.102006562054, 0.000730048806872
87, 0.432135492563, 0.000730048806872, 0.102464333177, 0.000768196361605
88, 0.437857627869, 0.000562199566048, 0.102845810354, 0.000752937339712
89, 0.441596090794, 0.000630865164567, 0.103303581476, 0.000882639025804
90, 0.446555286646, 0.000775825872552, 0.103608757257, 0.000867380003911
91, 0.452506303787, 0.000630865164567, 0.104142822325, 0.000813973427285
92, 0.456855118275, 0.000760566850659, 0.104524299502, 0.000730048806872
93, 0.461280226707, 0.000699530763086, 0.104829482734, 0.000813973427285
94, 0.467231243849, 0.000684271741193, 0.105439841747, 0.000760566850659
95, 0.471580058336, 0.000676642230246, 0.105745024979, 0.000813973427285
96, 0.47570002079, 0.000707160274033, 0.106202796102, 0.000836861960124
97, 0.481345832348, 0.000852120982017, 0.106584265828, 0.000844491471071
98, 0.485313177109, 0.000714789784979, 0.107042036951, 0.000905527558643
99, 0.491645693779, 0.000813973427285, 0.107347220182, 0.000882639025804
100, 0.496070802212, 0.000752937339712, 0.10772869736, 0.000783455383498
101, 0.500114440918, 0.000791084894445, 0.108110167086, 0.000905527558643
102, 0.505378782749, 0.000775825872552, 0.108567938209, 0.000859750492964
103, 0.510948359966, 0.000699530763086, 0.108949415386, 0.000783455383498
104, 0.514763116837, 0.000844491471071, 0.109178304672, 0.000829232449178
105, 0.519722282887, 0.000714789784979, 0.109636075795, 0.000798714405391
106, 0.525902211666, 0.000730048806872, 0.110093839467, 0.000798714405391
107, 0.529869556427, 0.000806343916338, 0.110399022698, 0.000844491471071
108, 0.535133898258, 0.000821602938231, 0.11070420593, 0.000844491471071
109, 0.53925383091, 0.000745307828765, 0.111161977053, 0.000806343916338
110, 0.544670760632, 0.000775825872552, 0.111543446779, 0.000852120982017
111, 0.549095928669, 0.000806343916338, 0.111848630011, 0.000783455383498
112, 0.554665446281, 0.000875009514857, 0.112230107188, 0.000852120982017
113, 0.55817502737, 0.000791084894445, 0.112535282969, 0.000867380003911
114, 0.564736425877, 0.000813973427285, 0.113145649433, 0.000768196361605
115, 0.569237828255, 0.000745307828765, 0.113374531269, 0.000798714405391
116, 0.573968112469, 0.000829232449178, 0.113756008446, 0.000752937339712
117, 0.578469514847, 0.000806343916338, 0.114061191678, 0.000905527558643
118, 0.584115386009, 0.000875009514857, 0.114442661405, 0.000905527558643
119, 0.587777495384, 0.000852120982017, 0.114824138582, 0.000852120982017
120, 0.592889308929, 0.000882639025804, 0.115129321814, 0.000867380003911
121, 0.599069178104, 0.000737678317819, 0.115587092936, 0.000844491471071
122, 0.602883934975, 0.000844491471071, 0.115815974772, 0.000745307828765
123, 0.608072042465, 0.000813973427285, 0.116273745894, 0.000836861960124
124, 0.612802326679, 0.000760566850659, 0.116502635181, 0.00089026853675
125, 0.61791408062, 0.000867380003911, 0.116884104908, 0.000813973427285
126, 0.622110307217, 0.000798714405391, 0.11734187603, 0.000798714405391
127, 0.62790876627, 0.000875009514857, 0.117570765316, 0.000813973427285
128, 0.631189465523, 0.00089026853675, 0.117875941098, 0.000844491471071
129, 0.638132274151, 0.000859750492964, 0.118257418275, 0.000829232449178
130, 0.642328500748, 0.000775825872552, 0.118638895452, 0.000897898047697
131, 0.64682996273, 0.00089026853675, 0.118867777288, 0.000791084894445
132, 0.651331365108, 0.000943675113376, 0.11932554841, 0.000821602938231
133, 0.657206058502, 0.000844491471071, 0.119554437697, 0.000806343916338
134, 0.660944521427, 0.00099708174821, 0.119859613478, 0.000844491471071
135, 0.665979981422, 0.000989452237263, 0.120241090655, 0.000920786580537
136, 0.672388792038, 0.000897898047697, 0.120622567832, 0.000821602938231
137, 0.675898373127, 0.000875009514857, 0.120927751064, 0.000775825872552
138, 0.681391596794, 0.000905527558643, 0.121232926846, 0.000783455383498
139, 0.685969352722, 0.000867380003911, 0.121690697968, 0.000768196361605
140, 0.690623342991, 0.00100471125916, 0.121843293309, 0.000951304624323
141, 0.69527733326, 0.000928416091483, 0.122224763036, 0.000943675113376
142, 0.700923144817, 0.000844491471071, 0.122453652322, 0.000798714405391
143, 0.704432725906, 0.00091315706959, 0.122835129499, 0.000844491471071
144, 0.711146712303, 0.00103522930294, 0.123216599226, 0.000920786580537
145, 0.715266644955, 0.00089026853675, 0.123445488513, 0.000691901252139
146, 0.719768047333, 0.000882639025804, 0.12382696569, 0.000768196361605
147, 0.725185036659, 0.00103522930294, 0.124132141471, 0.000752937339712
148, 0.729457557201, 0.0010123407701, 0.124513618648, 0.000875009514857
149, 0.734264135361, 0.000928416091483, 0.124742500484, 0.000943675113376
150, 0.738994419575, 0.00100471125916, 0.125047683716, 0.000829232449178
151, 0.745326936245, 0.000928416091483, 0.125352859497, 0.000768196361605
152, 0.74906539917, 0.0010123407701, 0.125734344125, 0.000730048806872
153, 0.754558622837, 0.000989452237263, 0.125963225961, 0.000745307828765
154, 0.758831143379, 0.00111152441241, 0.126268401742, 0.000798714405391
155, 0.76417183876, 0.00104285881389, 0.12664988637, 0.000783455383498
156, 0.768520653248, 0.00104285881389, 0.127031356096, 0.000951304624323
157, 0.77393758297, 0.000951304624323, 0.127336531878, 0.000882639025804
158, 0.77775233984, 0.000989452237263, 0.127565428615, 0.00089026853675
159, 0.784390032291, 0.000958934135269, 0.127946898341, 0.000821602938231
160, 0.788433670998, 0.00107337685768, 0.128099486232, 0.000875009514857
161, 0.792782485485, 0.000974193157163, 0.128557264805, 0.000775825872552
162, 0.798275709152, 0.00105048832484, 0.128709852695, 0.000951304624323
163, 0.802548229694, 0.000989452237263, 0.129091322422, 0.000813973427285
164, 0.807507455349, 0.00101997028105, 0.129396513104, 0.000897898047697
165, 0.812390327454, 0.000981822726317, 0.129701688886, 0.000791084894445
166, 0.818417668343, 0.00104285881389, 0.130083158612, 0.000836861960124
167, 0.822308719158, 0.00114204245619, 0.130388349295, 0.000875009514857
168, 0.827649354935, 0.000951304624323, 0.130693525076, 0.000783455383498
169, 0.831692993641, 0.00111915392336, 0.130846112967, 0.000859750492964
170, 0.836957335472, 0.00107337685768, 0.131227582693, 0.000791084894445
171, 0.841763913631, 0.00101997028105, 0.131532773376, 0.000813973427285
172, 0.847104609013, 0.00108863587957, 0.131837949157, 0.000707160274033
