Sample-#, CA-V, CA-I, CB-V, CB-I 
0, 0.492942690849, 0.000791084894445, 4.78698396683, 0.000882639025804
1, 0.492790102959, 0.000798714405391, 4.78706026077, 0.000943675113376
2, 0.494316011667, 0.000791084894445, 4.78675508499, 0.00104285881389
3, 0.494163423777, 0.000829232449178, 4.78667879105, 0.000882639025804
4, 0.494621187449, 0.000630865164567, 4.78683137894, 0.000836861960124
5, 0.49561303854, 0.0006690127193, 4.78644990921, 0.000966563646216
6, 0.495536744595, 0.000798714405391, 4.78644990921, 0.00099708174821
7, 0.496452271938, 0.000806343916338, 4.78637361526, 0.0010123407701
8, 0.496681153774, 0.000691901252139, 4.78644990921, 0.000875009514857
9, 0.497215241194, 0.000699530763086, 4.78614473343, 0.000928416091483
10, 0.497825592756, 0.000798714405391, 4.78561067581, 0.00091315706959
11, 0.498130768538, 0.000737678317819, 4.78583955765, 0.000966563646216
12, 0.498512238264, 0.000791084894445, 4.78614473343, 0.000928416091483
13, 0.499198913574, 0.00062323565362, 4.78591585159, 0.00093604560243
14, 0.499580383301, 0.000783455383498, 4.78477144241, 0.0010123407701
15, 0.499809265137, 0.000691901252139, 4.78538179398, 0.00091315706959
16, 0.500267028809, 0.000615606142674, 4.78606843948, 0.000974193157163
17, 0.501335144043, 0.000783455383498, 4.78522920609, 0.000920786580537
18, 0.50171661377, 0.000699530763086, 4.78408479691, 0.00091315706959
19, 0.50186920166, 0.000806343916338, 4.78484773636, 0.000897898047697
20, 0.502555906773, 0.000722419295926, 4.78568696976, 0.000882639025804
21, 0.502784788609, 0.000737678317819, 4.78477144241, 0.00091315706959
22, 0.503624022007, 0.000768196361605, 4.78377962112, 0.000958934135269
23, 0.504310667515, 0.000791084894445, 4.78408479691, 0.000966563646216
24, 0.504158079624, 0.000760566850659, 4.78438997269, 0.000905527558643
25, 0.505149900913, 0.000722419295926, 4.78416109085, 0.000836861960124
26, 0.505760252476, 0.000798714405391, 4.78393220901, 0.00091315706959
27, 0.505378782749, 0.000569829076994, 4.78370332718, 0.0010123407701
28, 0.50690472126, 0.000699530763086, 4.78332185745, 0.00093604560243
29, 0.506981015205, 0.000691901252139, 4.78309297562, 0.000943675113376
30, 0.50690472126, 0.000768196361605, 4.78316926956, 0.00089026853675
31, 0.507972836494, 0.000813973427285, 4.78286409378, 0.000836861960124
32, 0.507667660713, 0.000730048806872, 4.78286409378, 0.00089026853675
33, 0.509040951729, 0.000684271741193, 4.78263521194, 0.000958934135269
34, 0.509727597237, 0.000821602938231, 4.78225374222, 0.000943675113376
35, 0.508964657784, 0.000684271741193, 4.78210115433, 0.000897898047697
36, 0.510338008404, 0.000783455383498, 4.78187227249, 0.000943675113376
37, 0.511024653912, 0.000737678317819, 4.78202486038, 0.000920786580537
38, 0.510490596294, 0.000577458587941, 4.78179597855, 0.000875009514857
39, 0.512474238873, 0.000752937339712, 4.78057527542, 0.000943675113376
40, 0.512321650982, 0.000821602938231, 4.78103303909, 0.000875009514857
41, 0.512016475201, 0.000653753697407, 4.7817196846, 0.00105048832484
42, 0.513847589493, 0.000707160274033, 4.78057527542, 0.000882639025804
43, 0.513847589493, 0.000783455383498, 4.77927827835, 0.00089026853675
44, 0.513695001602, 0.000783455383498, 4.78011751175, 0.00089026853675
45, 0.515144586563, 0.000653753697407, 4.78080415726, 0.000989452237263
46, 0.514229059219, 0.000676642230246, 4.77988862991, 0.000951304624323
47, 0.516060113907, 0.000852120982017, 4.77859163284, 0.00105048832484
48, 0.516517877579, 0.000707160274033, 4.77866792679, 0.00099708174821
49, 0.515602350235, 0.000653753697407, 4.77973604202, 0.000974193157163
50, 0.517509698868, 0.000730048806872, 4.7785153389, 0.000951304624323
51, 0.51819640398, 0.000737678317819, 4.77805757523, 0.001027599792
52, 0.517051935196, 0.000676642230246, 4.77805757523, 0.00093604560243
53, 0.51934081316, 0.000783455383498, 4.7776761055, 0.00100471125916
54, 0.519111931324, 0.000607976631727, 4.77752351761, 0.00099708174821
55, 0.519035637379, 0.000714789784979, 4.77721834183, 0.000852120982017
56, 0.520561516285, 0.000615606142674, 4.7768368721, 0.00099708174821
57, 0.519493401051, 0.00064612418646, 4.7768368721, 0.000966563646216
58, 0.521324455738, 0.000821602938231, 4.77607393265, 0.00100471125916
59, 0.521782279015, 0.000676642230246, 4.77615022659, 0.000951304624323
60, 0.521171867847, 0.000745307828765, 4.77553987503, 0.000951304624323
61, 0.522850394249, 0.000821602938231, 4.77531099319, 0.00106574734673
62, 0.523537039757, 0.000699530763086, 4.7751584053, 0.000852120982017
63, 0.522697806358, 0.000768196361605, 4.77485322952, 0.00091315706959
64, 0.524528861046, 0.000653753697407, 4.77355623245, 0.000852120982017
65, 0.524376273155, 0.000722419295926, 4.77386140823, 0.000989452237263
66, 0.523994803429, 0.000775825872552, 4.77439546585, 0.000844491471071
67, 0.526283681393, 0.000783455383498, 4.77294588089, 0.00100471125916
68, 0.525978505611, 0.000653753697407, 4.77180147171, 0.00109626539052
69, 0.525749623775, 0.000684271741193, 4.77233552933, 0.000943675113376
70, 0.527122914791, 0.000722419295926, 4.77256441116, 0.00089026853675
71, 0.526512563229, 0.000722419295926, 4.7719540596, 0.00093604560243
72, 0.528038442135, 0.000752937339712, 4.7702755928, 0.000920786580537
73, 0.528801381588, 0.000897898047697, 4.77035188675, 0.000920786580537
74, 0.527885854244, 0.000630865164567, 4.77134370804, 0.000943675113376
75, 0.529564380646, 0.000638494675513, 4.76981782913, 0.00091315706959
76, 0.530098438263, 0.00064612418646, 4.76867341995, 0.000897898047697
77, 0.529564380646, 0.0006690127193, 4.76905488968, 0.000981822726317
78, 0.531395435333, 0.000730048806872, 4.76852083206, 0.000974193157163
79, 0.531395435333, 0.000791084894445, 4.76813936234, 0.000920786580537
80, 0.531471729279, 0.000661383208353, 4.76745271683, 0.000928416091483
81, 0.532463550568, 0.000752937339712, 4.76699495316, 0.000806343916338
82, 0.532387256622, 0.000707160274033, 4.76691865921, 0.000951304624323
83, 0.533379137516, 0.000661383208353, 4.76577425003, 0.000905527558643
84, 0.534065783024, 0.000737678317819, 4.76546859741, 0.00091315706959
85, 0.533836901188, 0.000592717609834, 4.76516342163, 0.00093604560243
86, 0.534828722477, 0.0006690127193, 4.76432418823, 0.000981822726317
87, 0.535362780094, 0.000661383208353, 4.76394271851, 0.000989452237263
88, 0.535286486149, 0.00064612418646, 4.763256073, 0.000920786580537
89, 0.536430895329, 0.000752937339712, 4.76226425171, 0.00089026853675
90, 0.536812365055, 0.000806343916338, 4.76203536987, 0.000966563646216
91, 0.536964952946, 0.000821602938231, 4.76180648804, 0.001027599792
92, 0.537804245949, 0.000806343916338, 4.76081466675, 0.000928416091483
93, 0.537880539894, 0.000875009514857, 4.7598991394, 0.000989452237263
94, 0.538643479347, 0.000745307828765, 4.75959396362, 0.000928416091483
95, 0.539024949074, 0.000730048806872, 4.75967025757, 0.000974193157163
96, 0.539787888527, 0.000730048806872, 4.75822067261, 0.000974193157163
97, 0.540016770363, 0.000768196361605, 4.75722885132, 0.000981822726317
98, 0.540398240089, 0.000730048806872, 4.75722885132, 0.00091315706959
99, 0.541466414928, 0.000920786580537, 4.75707626343, 0.000905527558643
100, 0.541466414928, 0.000730048806872, 4.75577926636, 0.00100471125916
101, 0.541619002819, 0.000745307828765, 4.75425338745, 0.00101997028105
102, 0.542992293835, 0.000676642230246, 4.75379562378, 0.000882639025804
103, 0.542839705944, 0.000791084894445, 4.75463485718, 0.000951304624323
104, 0.543144881725, 0.000768196361605, 4.75295639038, 0.000958934135269
105, 0.544518172741, 0.000752937339712, 4.75066757202, 0.000974193157163
106, 0.543984115124, 0.000714789784979, 4.75120162964, 0.000920786580537
