Freq.	V(vout)
1.23026877081237e+004	1.67327602229993e-004 -1.29344348041778e-002
1.25892541179415e+004	1.59797823001022e-004 -1.26401063150903e-002
1.28824955169312e+004	1.52606833789933e-004 -1.23524712079897e-002
1.31825673855639e+004	1.45739395847734e-004 -1.20713775467521e-002
1.34896288259164e+004	1.39180955462891e-004 -1.17966768254677e-002
1.38038426460287e+004	1.32917613201615e-004 -1.15282238922444e-002
1.41253754462274e+004	1.26936094526218e-004 -1.12658768746212e-002
1.44543977074591e+004	1.21223721730099e-004 -1.10094971065616e-002
1.47910838816819e+004	1.15768387130581e-004 -1.07589490570000e-002
1.51356124843619e+004	1.10558527463465e-004 -1.05141002599115e-002
1.54881661891246e+004	1.05583099425641e-004 -1.02748212458785e-002
1.58489319246109e+004	1.00831556314452e-004 -1.00409854751266e-002
1.62181009735891e+004	9.62938257148241e-005 -9.81246927200046e-003
1.65958690743754e+004	9.19602881873080e-005 -9.58915176085479e-003
1.69824365246172e+004	8.78217569122833e-005 -9.37091480333143e-003
1.73780082874935e+004	8.38694582475583e-005 -9.15764293699703e-003
1.77827941003890e+004	8.00950131584974e-005 -8.94922331531427e-003
1.81970085860996e+004	7.64904194816281e-005 -8.74554564892069e-003
1.86208713666284e+004	7.30480349844176e-005 -8.54650214818920e-003
1.90546071796322e+004	6.97605611855701e-005 -8.35198746704479e-003
1.94984459975802e+004	6.66210279017840e-005 -8.16189864801232e-003
1.99526231496885e+004	6.36227784884265e-005 -7.97613506847044e-003
2.04173794466950e+004	6.07594557430343e-005 -7.79459838808723e-003
2.08929613085401e+004	5.80249884419360e-005 -7.61719249741349e-003
2.13796208950220e+004	5.54135784816184e-005 -7.44382346760979e-003
2.18776162394952e+004	5.29196885977231e-005 -7.27439950128406e-003
2.23872113856831e+004	5.05380306357750e-005 -7.10883088441654e-003
2.29086765276774e+004	4.82635543488976e-005 -6.94702993934956e-003
2.34422881531989e+004	4.60914366988777e-005 -6.78891097881986e-003
2.39883291901946e+004	4.40170716379993e-005 -6.63439026101146e-003
2.45470891568500e+004	4.20360603500745e-005 -6.48338594560780e-003
2.51188643150954e+004	4.01442019300662e-005 -6.33581805082166e-003
2.57039578276883e+004	3.83374844826183e-005 -6.19160841138244e-003
2.63026799189534e+004	3.66120766206900e-005 -6.05068063746018e-003
2.69153480392688e+004	3.49643193463337e-005 -5.91296007450637e-003
2.75422870333813e+004	3.33907182964585e-005 -5.77837376399192e-003
2.81838293126441e+004	3.18879363371918e-005 -5.64685040502295e-003
2.88403150312656e+004	3.04527864911845e-005 -5.51832031681556e-003
2.95120922666634e+004	2.90822251829067e-005 -5.39271540201086e-003
3.01995172040197e+004	2.77733457876515e-005 -5.26996911081225e-003
3.09029543251354e+004	2.65233724706041e-005 -5.15001640592697e-003
3.16227766016833e+004	2.53296543029464e-005 -5.03279372829438e-003
3.23593656929623e+004	2.41896596425497e-005 -4.91823896358402e-003
3.31131121482586e+004	2.31009707673678e-005 -4.80629140944631e-003
3.38844156139197e+004	2.20612787501756e-005 -4.69689174349968e-003
3.46736850452526e+004	2.10683785638077e-005 -4.58998199203792e-003
3.54813389233570e+004	2.01201644065379e-005 -4.48550549944174e-003
3.63078054770096e+004	1.92146252377062e-005 -4.38340689827937e-003
3.71535229097167e+004	1.83498405141427e-005 -4.28363208008062e-003
3.80189396320555e+004	1.75239761183636e-005 -4.18612816676993e-003
3.89045144994275e+004	1.67352804699177e-005 -4.09084348274354e-003
3.98107170553491e+004	1.59820808116510e-005 -3.99772752757662e-003
4.07380277804107e+004	1.52627796630246e-005 -3.90673094934647e-003
4.16869383470329e+004	1.45758514329770e-005 -3.81780551855802e-003
4.26579518801586e+004	1.39198391851551e-005 -3.73090410265825e-003
4.36515832240159e+004	1.32933515486649e-005 -3.64598064112654e-003
4.46683592150956e+004	1.26950597677979e-005 -3.56299012112795e-003
4.57088189614868e+004	1.21236948844835e-005 -3.48188855371705e-003
4.67735141287191e+004	1.15780450474993e-005 -3.40263295057991e-003
4.78630092322631e+004	1.10569529427386e-005 -3.32518130130227e-003
4.89778819368439e+004	1.05593133390913e-005 -3.24949255115211e-003
5.01187233627264e+004	1.00840707447377e-005 -3.17552657936521e-003
5.12861383991357e+004	9.63021716889074e-006 -3.10324417792220e-003
5.24807460249764e+004	9.19678998424245e-006 -3.03260703080640e-003
5.37031796370244e+004	8.78286988558604e-006 -2.96357769373145e-003
5.49540873857616e+004	8.38757894028742e-006 -2.89611957432820e-003
5.62341325190340e+004	8.01007872647467e-006 -2.83019691278071e-003
5.75439937337148e+004	7.64956855499970e-006 -2.76577476290110e-003
5.88843655355580e+004	7.30528377140384e-006 -2.70281897363343e-003
6.02559586074348e+004	6.97649413428836e-006 -2.64129617097704e-003
6.16595001861472e+004	6.66250226665289e-006 -2.58117374031979e-003
6.30957344480183e+004	6.36264217691912e-006 -2.52241980917207e-003
6.45654229034645e+004	6.07627784650486e-006 -2.46500323029249e-003
6.60693448007586e+004	5.80280188095449e-006 -2.40889356519644e-003
6.76082975391971e+004	5.54163422176644e-006 -2.35406106803893e-003
6.91830970918925e+004	5.29222091618692e-006 -2.30047666986316e-003
7.07945784384127e+004	5.05403294236203e-006 -2.24811196320669e-003
7.24435960074979e+004	4.82656508735755e-006 -2.19693918705708e-003
7.41310241300906e+004	4.60933487566777e-006 -2.14693121214905e-003
7.58577575029172e+004	4.40188154594176e-006 -2.09806152659559e-003
7.76247116628679e+004	4.20376507375757e-006 -2.05030422184533e-003
7.94328234724269e+004	4.01456523837246e-006 -2.00363397895883e-003
8.12830516164086e+004	3.83388073147058e-006 -1.95802605519669e-003
8.31763771102658e+004	3.66132830601824e-006 -1.91345627091221e-003
8.51138038202363e+004	3.49654196342222e-006 -1.86990099674194e-003
8.70963589956067e+004	3.33917217726762e-006 -1.82733714108721e-003
8.91250938133731e+004	3.18888515198923e-006 -1.78574213788014e-003
9.12010839355895e+004	3.04536211490450e-006 -1.74509393462762e-003
9.33254300796976e+004	2.90829864010704e-006 -1.70537098072708e-003
9.54992586021420e+004	2.77740400278674e-006 -1.66655221604778e-003
9.77237220955795e+004	2.65240056260767e-006 -1.62861705977155e-003
1.00000000000000e+005	2.53302317483579e-006 -1.59154539948736e-003
